DateID,Day of week,Dayweek,Month,Year
Date1459,Weekend,Saturday,1,2019
Date1460,Weekend,Monday,1,1992
Date1461,Weekend,Sunday,9,1995
Date1462,Weekend,Friday,1,2010
Date1463,Weekday,Wednesday,5,1992
Date1464,Weekday,Monday,5,2010
Date1465,Weekday,Wednesday,1,2009
Date1466,Weekend,Friday,3,2011
Date1467,Weekday,Tuesday,2,2017
Date1468,Weekend,Sunday,4,2005
Date1469,Weekend,Monday,10,1989
Date1470,Weekday,Friday,10,2014
Date1471,Weekend,Monday,9,2007
Date1472,Weekday,Friday,5,1989
Date1473,Weekend,Sunday,4,2024
Date1474,Weekday,Tuesday,10,2010
Date1475,Weekend,Sunday,1,1991
Date1476,Weekend,Friday,5,1990
Date1477,Weekday,Thursday,11,2010
Date1478,Weekday,Wednesday,11,1990
Date1479,Weekday,Wednesday,12,1993
Date1480,Weekday,Wednesday,11,2023
Date1481,Weekend,Sunday,8,2016
Date1482,Weekend,Saturday,1,2023
Date1483,Weekday,Thursday,9,1993
Date1484,Weekday,Tuesday,8,2024
Date1485,Weekend,Friday,4,1998
Date1486,Weekday,Monday,6,2003
Date1487,Weekday,Monday,8,2007
Date1488,Weekend,Sunday,5,2020
Date1489,Weekday,Wednesday,9,2009
Date1490,Weekend,Sunday,9,2008
Date1491,Weekend,Saturday,9,2004
Date1492,Weekday,Monday,6,2007
Date1493,Weekend,Friday,10,1992
Date1494,Weekday,Wednesday,12,2011
Date1495,Weekday,Monday,4,1989
Date1496,Weekday,Thursday,1,2004
Date1497,Weekday,Thursday,3,2005
Date1498,Weekend,Friday,2,2023
Date1499,Weekday,Wednesday,7,2007
Date1500,Weekday,Thursday,3,1993
Date1501,Weekday,Wednesday,6,1995
Date1502,Weekend,Saturday,4,2012
Date1503,Weekday,Monday,1,2010
Date1504,Weekday,Friday,8,2004
Date1505,Weekday,Monday,6,2023
Date1506,Weekend,Sunday,9,2016
Date1507,Weekday,Wednesday,7,1999
Date1508,Weekend,Sunday,7,2006
Date1509,Weekday,Wednesday,8,2014
Date1510,Weekday,Monday,8,2001
Date1511,Weekday,Monday,11,2023
Date1512,Weekday,Tuesday,7,2018
Date1513,Weekday,Tuesday,1,2023
Date1514,Weekend,Monday,7,1994
Date1515,Weekday,Monday,5,2020
Date1516,Weekend,Saturday,8,2000
Date1517,Weekend,Friday,9,2009
Date1518,Weekday,Thursday,3,1998
Date1519,Weekend,Sunday,6,1996
Date1520,Weekend,Monday,3,2004
Date1521,Weekday,Wednesday,7,2003
Date1522,Weekday,Wednesday,1,2008
Date1523,Weekday,Friday,8,2001
Date1524,Weekday,Friday,10,2022
Date1525,Weekday,Thursday,12,2020
Date1526,Weekend,Friday,12,1990
Date1527,Weekday,Friday,11,1989
Date1528,Weekday,Thursday,2,2012
Date1529,Weekend,Friday,3,1996
Date1530,Weekday,Thursday,10,2023
Date1531,Weekday,Monday,5,2005
Date1532,Weekday,Thursday,1,2014
Date1533,Weekday,Friday,8,2000
Date1534,Weekday,Tuesday,9,2012
Date1535,Weekend,Sunday,12,2020
Date1536,Weekday,Thursday,3,1997
Date1537,Weekday,Tuesday,5,1999
Date1538,Weekday,Thursday,10,2007
Date1539,Weekend,Friday,4,1992
Date1540,Weekday,Tuesday,10,2000
Date1541,Weekday,Thursday,2,2017
Date1542,Weekday,Thursday,11,2000
Date1543,Weekend,Saturday,10,2015
Date1544,Weekend,Monday,10,2021
Date1545,Weekday,Friday,10,2024
Date1546,Weekday,Thursday,8,2011
Date1547,Weekend,Saturday,9,1997
Date1548,Weekend,Sunday,10,2002
Date1549,Weekday,Thursday,12,2009
Date1550,Weekend,Friday,10,2015
Date1551,Weekday,Wednesday,10,2016
Date1552,Weekend,Monday,5,1999
Date1553,Weekday,Monday,6,2017
Date1554,Weekend,Friday,7,2022
Date1555,Weekday,Thursday,4,1989
Date1556,Weekend,Sunday,12,2017
Date1557,Weekday,Tuesday,12,2000
Date1558,Weekday,Tuesday,9,2018
Date1559,Weekday,Thursday,7,2010
Date1560,Weekday,Thursday,8,2020
Date1561,Weekday,Tuesday,5,2011
Date1562,Weekday,Monday,7,2000
Date1563,Weekend,Saturday,4,2018
Date1564,Weekend,Monday,4,2016
Date1565,Weekday,Friday,10,1993
Date1566,Weekend,Saturday,11,1995
Date1567,Weekday,Tuesday,6,2019
Date1568,Weekday,Friday,10,2016
Date1569,Weekend,Friday,8,2017
Date1570,Weekend,Saturday,11,1992
Date1571,Weekend,Sunday,3,1996
Date1572,Weekend,Friday,4,2024
Date1573,Weekday,Monday,3,1991
Date1574,Weekday,Friday,10,2009
Date1575,Weekend,Saturday,6,2007
Date1576,Weekday,Thursday,1,2011
Date1577,Weekend,Sunday,3,2017
Date1578,Weekend,Sunday,3,2011
Date1579,Weekday,Monday,6,1992
Date1580,Weekend,Monday,6,2009
Date1581,Weekday,Friday,4,2001
Date1582,Weekday,Friday,5,2017
Date1583,Weekend,Saturday,7,1995
Date1584,Weekday,Thursday,5,2006
Date1585,Weekday,Thursday,9,2023
Date1586,Weekend,Sunday,6,2017
Date1587,Weekend,Monday,7,2012
Date1588,Weekday,Monday,5,1991
Date1589,Weekday,Monday,7,2017
Date1590,Weekend,Monday,11,2018
Date1591,Weekend,Sunday,9,1997
Date1592,Weekday,Wednesday,1,2021
Date1593,Weekend,Sunday,2,2021
Date1594,Weekday,Wednesday,3,2005
Date1595,Weekday,Monday,9,2002
Date1596,Weekend,Sunday,12,2015
Date1597,Weekend,Friday,8,2003
Date1598,Weekend,Friday,9,2012
Date1599,Weekend,Sunday,8,2001
Date1600,Weekend,Sunday,6,2022
Date1601,Weekend,Friday,4,2011
Date1602,Weekday,Monday,3,2006
Date1603,Weekday,Thursday,12,2008
Date1604,Weekend,Monday,2,2001
Date1605,Weekend,Sunday,2,2016
Date1606,Weekday,Tuesday,6,2022
Date1607,Weekend,Friday,8,1993
Date1608,Weekday,Tuesday,1,2000
Date1609,Weekend,Friday,1,2009
Date1610,Weekend,Saturday,9,2016
Date1611,Weekend,Saturday,6,2001
Date1612,Weekday,Monday,9,2023
Date1613,Weekend,Friday,8,1995
Date1614,Weekday,Thursday,5,1999
Date1615,Weekday,Friday,6,2007
Date1616,Weekend,Friday,4,2020
Date1617,Weekday,Friday,10,1995
Date1618,Weekday,Wednesday,10,2005
Date1619,Weekday,Tuesday,5,2018
Date1620,Weekend,Sunday,2,2017
Date1621,Weekday,Friday,9,2010
Date1622,Weekend,Friday,5,1989
Date1623,Weekday,Friday,1,1997
Date1624,Weekday,Tuesday,4,2010
Date1625,Weekend,Monday,12,2000
Date1626,Weekday,Monday,11,2000
Date1627,Weekend,Sunday,7,2005
Date1628,Weekday,Tuesday,3,1995
Date1629,Weekend,Saturday,2,1992
Date1630,Weekend,Saturday,1,1991
Date1631,Weekday,Friday,7,1990
Date1632,Weekend,Saturday,7,2023
Date1633,Weekend,Friday,12,1993
Date1634,Weekday,Thursday,11,2019
Date1635,Weekday,Tuesday,1,2015
Date1636,Weekend,Saturday,6,1995
Date1637,Weekday,Friday,3,2000
Date1638,Weekday,Thursday,12,1996
Date1639,Weekend,Monday,12,2013
Date1640,Weekday,Wednesday,12,1995
Date1641,Weekday,Thursday,4,1998
Date1642,Weekday,Friday,4,1992
Date1643,Weekday,Monday,10,2017
Date1644,Weekend,Saturday,7,1989
Date1645,Weekday,Monday,8,1989
Date1646,Weekday,Monday,2,2019
Date1647,Weekend,Monday,2,2024
Date1648,Weekday,Thursday,7,2006
Date1649,Weekday,Tuesday,6,2007
Date1650,Weekday,Wednesday,5,1993
Date1651,Weekend,Friday,6,2005
Date1652,Weekday,Tuesday,3,1990
Date1653,Weekday,Monday,5,1996
Date1654,Weekend,Saturday,2,2006
Date1655,Weekday,Tuesday,11,2004
Date1656,Weekday,Wednesday,8,2022
Date1657,Weekday,Wednesday,1,2011
Date1658,Weekday,Tuesday,8,1991
Date1659,Weekday,Thursday,8,2007
Date1660,Weekday,Monday,12,1993
Date1661,Weekday,Monday,4,2012
Date1662,Weekend,Sunday,2,2001
Date1663,Weekend,Sunday,2,1993
Date1664,Weekend,Sunday,2,2008
Date1665,Weekday,Wednesday,9,1991
Date1666,Weekday,Monday,1,2009
Date1667,Weekday,Tuesday,10,1989
Date1668,Weekend,Friday,12,2019
Date1669,Weekday,Friday,3,2017
Date1670,Weekend,Sunday,6,1994
Date1671,Weekday,Friday,8,1997
Date1672,Weekday,Thursday,4,2006
Date1673,Weekend,Saturday,3,2021
Date1674,Weekday,Friday,9,1998
Date1675,Weekday,Tuesday,1,1999
Date1676,Weekday,Wednesday,10,1992
Date1677,Weekday,Friday,2,2016
Date1678,Weekday,Friday,5,2015
Date1679,Weekday,Tuesday,4,2001
Date1680,Weekend,Friday,5,2008
Date1681,Weekday,Friday,5,2020
Date1682,Weekday,Tuesday,10,1992
Date1683,Weekday,Thursday,3,2024
Date1684,Weekday,Friday,10,1989
Date1685,Weekday,Monday,3,2022
Date1686,Weekday,Thursday,6,1991
Date1687,Weekend,Saturday,3,2020
Date1688,Weekday,Thursday,9,2007
Date1689,Weekday,Thursday,5,2024
Date1690,Weekday,Tuesday,2,2002
Date1691,Weekend,Sunday,6,2009
Date1692,Weekday,Wednesday,12,1997
Date1693,Weekday,Friday,6,1996
Date1694,Weekend,Saturday,4,2004
Date1695,Weekend,Saturday,7,2007
Date1696,Weekend,Monday,12,1990
Date1697,Weekday,Thursday,6,2012
Date1698,Weekday,Thursday,2,1997
Date1699,Weekday,Tuesday,9,1997
Date1700,Weekday,Monday,10,1994
Date1701,Weekday,Tuesday,11,2005
Date1702,Weekend,Sunday,10,2006
Date1703,Weekday,Wednesday,4,2021
Date1704,Weekend,Saturday,8,2005
Date1705,Weekend,Saturday,2,2005
Date1706,Weekday,Friday,5,1990
Date1707,Weekday,Wednesday,10,2013
Date1708,Weekend,Monday,4,2012
Date1709,Weekday,Monday,12,1990
Date1710,Weekday,Thursday,8,1994
Date1711,Weekday,Friday,4,2013
Date1712,Weekday,Monday,8,2005
Date1713,Weekday,Wednesday,11,2003
Date1714,Weekday,Tuesday,6,1990
Date1715,Weekend,Friday,10,2013
Date1716,Weekend,Friday,6,1990
Date1717,Weekday,Thursday,3,1996
Date1718,Weekday,Friday,6,1994
Date1719,Weekend,Sunday,3,1989
Date1720,Weekday,Monday,1,2004
Date1721,Weekday,Friday,9,2017
Date1722,Weekday,Thursday,3,1995
Date1723,Weekday,Tuesday,4,2007
Date1724,Weekend,Friday,8,2022
Date1725,Weekend,Friday,12,1998
Date1726,Weekday,Monday,10,1989
Date1727,Weekend,Monday,1,2006
Date1728,Weekend,Saturday,12,2014
Date1729,Weekend,Saturday,4,2022
Date1730,Weekend,Monday,2,1998
Date1731,Weekend,Saturday,6,2021
Date1732,Weekend,Sunday,1,2006
Date1733,Weekend,Monday,6,2017
Date1734,Weekday,Friday,9,2005
Date1735,Weekend,Saturday,10,2013
Date1736,Weekday,Monday,8,2023
Date1737,Weekday,Tuesday,9,2004
Date1738,Weekday,Friday,8,2008
Date1739,Weekend,Friday,11,2007
Date1740,Weekend,Saturday,12,1995
Date1741,Weekday,Tuesday,10,1997
Date1742,Weekend,Sunday,6,1998
Date1743,Weekend,Friday,3,2006
Date1744,Weekday,Monday,1,1999
Date1745,Weekday,Friday,4,2019
Date1746,Weekend,Sunday,5,2023
Date1747,Weekend,Monday,1,2012
Date1748,Weekday,Monday,7,1997
Date1749,Weekend,Monday,6,1995
Date1750,Weekday,Thursday,9,2017
Date1751,Weekday,Tuesday,10,2023
Date1752,Weekday,Monday,2,2023
Date1753,Weekday,Thursday,3,2008
Date1754,Weekday,Friday,1,1990
Date1755,Weekday,Friday,8,1993
Date1756,Weekday,Monday,1,2002
Date1757,Weekday,Tuesday,9,2003
Date1758,Weekday,Tuesday,1,1996
Date1759,Weekday,Tuesday,12,2015
Date1760,Weekday,Wednesday,11,1995
Date1761,Weekday,Monday,11,1997
Date1762,Weekend,Sunday,10,2014
Date1763,Weekday,Tuesday,9,2013
Date1764,Weekday,Thursday,1,2005
Date1765,Weekend,Saturday,10,2017
Date1766,Weekend,Saturday,2,2009
Date1767,Weekday,Friday,12,2012
Date1768,Weekday,Wednesday,11,1991
Date1769,Weekday,Thursday,4,1997
Date1770,Weekend,Sunday,3,2012
Date1771,Weekend,Sunday,3,2004
Date1772,Weekday,Thursday,7,2008
Date1773,Weekend,Monday,2,2008
Date1774,Weekend,Friday,1,2001
Date1775,Weekend,Saturday,1,1999
Date1776,Weekend,Saturday,1,1992
Date1777,Weekday,Tuesday,10,2006
Date1778,Weekday,Wednesday,8,2001
Date1779,Weekday,Wednesday,11,2020
Date1780,Weekday,Wednesday,5,2008
Date1781,Weekend,Sunday,12,1991
Date1782,Weekend,Friday,11,2022
Date1783,Weekend,Sunday,1,2005
Date1784,Weekend,Sunday,7,1997
Date1785,Weekday,Friday,2,1991
Date1786,Weekend,Monday,8,1997
Date1787,Weekday,Monday,1,2012
Date1788,Weekday,Tuesday,8,1999
Date1789,Weekend,Monday,10,2001
Date1790,Weekday,Thursday,1,1990
Date1791,Weekday,Wednesday,12,2024
Date1792,Weekend,Monday,10,2009
Date1793,Weekend,Saturday,7,2006
Date1794,Weekday,Friday,3,2002
Date1795,Weekday,Friday,11,2005
Date1796,Weekday,Wednesday,10,1997
Date1797,Weekday,Friday,4,2006
Date1798,Weekend,Monday,3,1998
Date1799,Weekday,Wednesday,8,1996
Date1800,Weekend,Monday,7,2014
Date1801,Weekend,Monday,6,2021
Date1802,Weekday,Monday,10,2011
Date1803,Weekday,Wednesday,3,2014
Date1804,Weekday,Wednesday,7,2010
Date1805,Weekend,Sunday,10,2004
Date1806,Weekday,Thursday,8,1997
Date1807,Weekday,Wednesday,4,1992
Date1808,Weekday,Monday,9,2019
Date1809,Weekday,Wednesday,11,2014
Date1810,Weekend,Saturday,12,1999
Date1811,Weekend,Saturday,11,2007
Date1812,Weekday,Tuesday,4,2011
Date1813,Weekend,Sunday,3,1999
Date1814,Weekend,Friday,5,2005
Date1815,Weekday,Thursday,10,2006
Date1816,Weekday,Thursday,8,2010
Date1817,Weekday,Friday,11,2011
Date1818,Weekday,Friday,8,2007
Date1819,Weekday,Monday,9,2020
Date1820,Weekend,Saturday,3,2005
Date1821,Weekday,Friday,12,2013
Date1822,Weekday,Monday,9,2021
Date1823,Weekday,Thursday,9,1989
Date1824,Weekend,Saturday,12,2022
Date1825,Weekend,Friday,8,2014
Date1826,Weekday,Friday,1,2022
Date1827,Weekday,Monday,12,2001
Date1828,Weekend,Sunday,11,2004
Date1829,Weekday,Thursday,6,2024
Date1830,Weekend,Saturday,6,2017
Date1831,Weekday,Thursday,6,2022
Date1832,Weekend,Monday,3,2011
Date1833,Weekday,Thursday,10,1989
Date1834,Weekday,Wednesday,9,2010
Date1835,Weekday,Friday,7,2020
Date1836,Weekday,Thursday,10,2000
Date1837,Weekday,Monday,10,1992
Date1838,Weekday,Friday,12,2005
Date1839,Weekday,Thursday,8,2021
Date1840,Weekday,Tuesday,6,1998
Date1841,Weekday,Thursday,2,1991
Date1842,Weekend,Sunday,4,2009
Date1843,Weekday,Wednesday,6,2016
Date1844,Weekday,Monday,6,1993
Date1845,Weekend,Friday,10,2019
Date1846,Weekend,Sunday,11,2024
Date1847,Weekday,Monday,3,2012
Date1848,Weekend,Monday,2,2022
Date1849,Weekend,Sunday,9,2022
Date1850,Weekend,Monday,8,2010
Date1851,Weekday,Tuesday,4,2005
Date1852,Weekday,Tuesday,2,2011
Date1853,Weekday,Friday,6,1997
Date1854,Weekend,Monday,7,1996
Date1855,Weekend,Saturday,5,2003
Date1856,Weekday,Wednesday,9,2014
Date1857,Weekend,Monday,4,2020
Date1858,Weekday,Wednesday,4,2019
Date1859,Weekday,Tuesday,9,1995
Date1860,Weekday,Monday,10,2023
Date1861,Weekday,Tuesday,3,2024
Date1862,Weekend,Saturday,10,2007
Date1863,Weekday,Friday,3,1992
Date1864,Weekend,Sunday,12,2007
Date1865,Weekend,Friday,7,2005
Date1866,Weekend,Monday,3,2021
Date1867,Weekend,Sunday,10,1997
Date1868,Weekday,Wednesday,12,1999
Date1869,Weekday,Friday,3,2011
Date1870,Weekday,Monday,3,1996
Date1871,Weekend,Friday,8,2023
Date1872,Weekday,Wednesday,12,2021
Date1873,Weekday,Wednesday,11,2007
Date1874,Weekday,Tuesday,9,2000
Date1875,Weekend,Monday,12,2024
Date1876,Weekday,Monday,6,2011
Date1877,Weekday,Thursday,3,2013
Date1878,Weekend,Friday,2,2001
Date1879,Weekend,Friday,8,2005
Date1880,Weekday,Wednesday,11,2012
Date1881,Weekday,Thursday,8,1998
Date1882,Weekend,Sunday,5,2002
Date1883,Weekend,Saturday,2,2021
Date1884,Weekend,Monday,5,2006
Date1885,Weekend,Monday,2,1995
Date1886,Weekday,Monday,8,1996
Date1887,Weekday,Thursday,6,2000
Date1888,Weekday,Wednesday,8,2023
Date1889,Weekend,Saturday,4,2009
Date1890,Weekend,Saturday,7,1998
Date1891,Weekend,Monday,7,2018
Date1892,Weekday,Tuesday,1,2020
Date1893,Weekday,Friday,3,1994
Date1894,Weekday,Thursday,6,2011
Date1895,Weekend,Friday,8,2000
Date1896,Weekday,Friday,7,2011
Date1897,Weekend,Friday,11,2003
Date1898,Weekend,Saturday,2,1993
Date1899,Weekday,Wednesday,2,2014
Date1900,Weekend,Sunday,8,2000
Date1901,Weekend,Friday,8,2021
Date1902,Weekend,Saturday,2,2013
Date1903,Weekday,Monday,4,1996
Date1904,Weekend,Friday,7,2010
Date1905,Weekday,Wednesday,9,2003
Date1906,Weekday,Friday,5,2018
Date1907,Weekend,Friday,10,2024
Date1908,Weekend,Sunday,12,2018
Date1909,Weekend,Friday,5,2018
Date1910,Weekend,Saturday,3,2006
Date1911,Weekend,Saturday,7,2012
Date1912,Weekday,Monday,6,2004
Date1913,Weekday,Thursday,11,1994
Date1914,Weekday,Tuesday,3,2017
Date1915,Weekday,Wednesday,8,1991
Date1916,Weekday,Tuesday,11,2021
Date1917,Weekday,Thursday,1,2013
Date1918,Weekday,Thursday,9,2003
Date1919,Weekday,Monday,10,1996
Date1920,Weekday,Friday,6,2023
Date1921,Weekend,Sunday,10,2010
Date1922,Weekend,Monday,3,1996
Date1923,Weekend,Friday,6,2023
Date1924,Weekday,Wednesday,3,1999
Date1925,Weekday,Wednesday,3,2018
Date1926,Weekend,Sunday,7,1998
Date1927,Weekday,Monday,6,2022
Date1928,Weekend,Friday,2,1996
Date1929,Weekday,Thursday,7,2023
Date1930,Weekday,Friday,8,2012
Date1931,Weekend,Monday,6,2001
Date1932,Weekend,Saturday,9,2022
Date1933,Weekend,Sunday,8,1993
Date1934,Weekend,Monday,10,2016
Date1935,Weekend,Saturday,1,2021
Date1936,Weekend,Sunday,10,2005
Date1937,Weekend,Saturday,10,2016
Date1938,Weekend,Saturday,3,1995
Date1939,Weekday,Wednesday,11,2015
Date1940,Weekend,Sunday,4,2000
Date1941,Weekend,Friday,2,2017
Date1942,Weekend,Monday,8,1992
Date1943,Weekday,Tuesday,1,2017
Date1944,Weekend,Friday,5,1994
Date1945,Weekend,Saturday,8,2022
Date1946,Weekday,Monday,4,2001
Date1947,Weekday,Tuesday,12,2021
Date1948,Weekday,Tuesday,8,1998
Date1949,Weekend,Monday,4,1996
Date1950,Weekday,Monday,11,2002
Date1951,Weekday,Tuesday,7,2009
Date1952,Weekend,Friday,6,2020
Date1953,Weekend,Friday,1,2011
Date1954,Weekday,Tuesday,11,2003
Date1955,Weekday,Monday,9,2015
Date1956,Weekday,Thursday,4,2013
Date1957,Weekday,Wednesday,6,1993
Date1958,Weekday,Monday,12,2009
Date1959,Weekend,Saturday,9,2009
Date1960,Weekday,Wednesday,11,2017
Date1961,Weekend,Friday,7,2017
Date1962,Weekday,Wednesday,7,2004
Date1963,Weekend,Saturday,9,1991
Date1964,Weekday,Thursday,12,2000
Date1965,Weekend,Monday,5,2023
Date1966,Weekend,Saturday,7,2018
Date1967,Weekday,Wednesday,2,2007
Date1968,Weekday,Monday,11,2017
Date1969,Weekend,Monday,9,2015
Date1970,Weekend,Friday,4,1995
Date1971,Weekday,Friday,7,2019
Date1972,Weekend,Saturday,6,1992
Date1973,Weekend,Friday,1,1989
Date1974,Weekday,Monday,7,2024
Date1975,Weekend,Sunday,7,2016
Date1976,Weekend,Saturday,8,1996
Date1977,Weekday,Tuesday,4,2002
Date1978,Weekend,Monday,7,2008
Date1979,Weekday,Tuesday,4,1997
Date1980,Weekend,Monday,1,1991
Date1981,Weekday,Thursday,5,1992
Date1982,Weekday,Monday,11,1994
Date1983,Weekday,Wednesday,12,1998
Date1984,Weekend,Friday,8,2024
Date1985,Weekend,Sunday,12,2008
Date1986,Weekday,Friday,9,1994
Date1987,Weekend,Sunday,8,2006
Date1988,Weekday,Thursday,10,1998
Date1989,Weekend,Sunday,9,2009
Date1990,Weekday,Wednesday,2,2022
Date1991,Weekday,Friday,4,2004
Date1992,Weekday,Tuesday,7,2011
Date1993,Weekend,Monday,10,2007
Date1994,Weekday,Monday,3,1990
Date1995,Weekend,Saturday,9,2000
Date1996,Weekend,Sunday,12,2013
Date1997,Weekday,Wednesday,8,2010
Date1998,Weekday,Monday,10,2021
Date1999,Weekend,Friday,6,2013
Date2000,Weekend,Friday,1,2023
Date2001,Weekend,Friday,7,1994
Date2002,Weekday,Tuesday,6,1997
Date2003,Weekend,Saturday,8,2012
Date2004,Weekend,Monday,10,2022
Date2005,Weekend,Sunday,5,1999
Date2006,Weekend,Friday,3,1995
Date2007,Weekend,Saturday,1,1993
Date2008,Weekend,Friday,9,2024
Date2009,Weekday,Tuesday,2,2005
Date2010,Weekend,Friday,5,2012
Date2011,Weekday,Friday,11,1997
Date2012,Weekend,Friday,5,1998
Date2013,Weekend,Monday,7,1993
Date2014,Weekend,Saturday,5,1992
Date2015,Weekday,Tuesday,7,1991
Date2016,Weekday,Thursday,2,2002
Date2017,Weekend,Friday,2,2018
Date2018,Weekend,Saturday,9,2015
Date2019,Weekend,Monday,11,2007
Date2020,Weekday,Wednesday,2,2012
Date2021,Weekday,Monday,6,2012
Date2022,Weekday,Thursday,2,1994
Date2023,Weekday,Friday,10,2002
Date2024,Weekend,Saturday,5,2022
Date2025,Weekday,Monday,2,2016
Date2026,Weekday,Tuesday,3,1999
Date2027,Weekday,Tuesday,10,2016
Date2028,Weekday,Tuesday,4,1996
Date2029,Weekend,Sunday,12,2010
Date2030,Weekday,Thursday,5,1989
Date2031,Weekday,Wednesday,4,2017
Date2032,Weekend,Saturday,12,2024
Date2033,Weekday,Thursday,11,2008
Date2034,Weekend,Saturday,4,2015
Date2035,Weekday,Wednesday,11,2008
Date2036,Weekday,Monday,5,2013
Date2037,Weekday,Wednesday,10,2007
Date2038,Weekend,Friday,10,2010
Date2039,Weekday,Thursday,12,2010
Date2040,Weekend,Sunday,11,2001
Date2041,Weekday,Friday,7,1999
Date2042,Weekday,Tuesday,8,1993
Date2043,Weekday,Wednesday,7,2011
Date2044,Weekend,Monday,11,1997
Date2045,Weekend,Saturday,12,2018
Date2046,Weekend,Friday,10,1998
Date2047,Weekday,Wednesday,1,2019
Date2048,Weekend,Sunday,12,1992
Date2049,Weekday,Thursday,9,2005
Date2050,Weekday,Monday,6,2020
Date2051,Weekend,Sunday,1,1990
Date2052,Weekday,Monday,2,2017
Date2053,Weekend,Friday,11,2017
Date2054,Weekend,Sunday,2,2020
Date2055,Weekday,Tuesday,1,1990
Date2056,Weekend,Friday,2,1995
Date2057,Weekend,Monday,8,1994
Date2058,Weekend,Saturday,12,2009
Date2059,Weekend,Saturday,7,2000
Date2060,Weekday,Tuesday,6,1994
Date2061,Weekday,Tuesday,3,1997
Date2062,Weekend,Saturday,9,1990
Date2063,Weekday,Tuesday,8,2023
Date2064,Weekend,Saturday,9,2019
Date2065,Weekend,Monday,10,2008
Date2066,Weekend,Monday,10,2013
Date2067,Weekend,Sunday,12,1997
Date2068,Weekend,Saturday,5,1990
Date2069,Weekday,Tuesday,12,2001
Date2070,Weekday,Thursday,5,1993
Date2071,Weekday,Thursday,7,2016
Date2072,Weekday,Monday,9,2011
Date2073,Weekend,Friday,4,1990
Date2074,Weekday,Thursday,12,1993
Date2075,Weekday,Wednesday,4,2023
Date2076,Weekday,Wednesday,7,2024
Date2077,Weekday,Wednesday,1,2001
Date2078,Weekday,Monday,8,1990
Date2079,Weekend,Sunday,9,2003
Date2080,Weekday,Monday,4,2014
Date2081,Weekday,Monday,9,2000
Date2082,Weekend,Friday,3,2010
Date2083,Weekend,Saturday,2,1995
Date2084,Weekday,Tuesday,5,2016
Date2085,Weekday,Thursday,5,1998
Date2086,Weekday,Thursday,9,1999
Date2087,Weekend,Sunday,6,2011
Date2088,Weekday,Wednesday,6,1996
Date2089,Weekend,Sunday,10,1992
Date2090,Weekday,Thursday,3,2023
Date2091,Weekday,Thursday,1,2006
Date2092,Weekend,Sunday,4,1998
Date2093,Weekday,Wednesday,10,2022
Date2094,Weekday,Tuesday,4,1999
Date2095,Weekday,Wednesday,4,2005
Date2096,Weekday,Wednesday,4,2013
Date2097,Weekday,Thursday,2,2006
Date2098,Weekday,Tuesday,1,1994
Date2099,Weekday,Wednesday,10,1995
Date2100,Weekday,Friday,2,2023
Date2101,Weekend,Saturday,12,2002
Date2102,Weekend,Saturday,10,1999
Date2103,Weekday,Wednesday,1,1989
Date2104,Weekday,Tuesday,3,1989
Date2105,Weekend,Sunday,11,2008
Date2106,Weekend,Friday,6,1994
Date2107,Weekday,Monday,7,2022
Date2108,Weekend,Friday,1,2007
Date2109,Weekday,Wednesday,2,1997
Date2110,Weekday,Thursday,1,2007
Date2111,Weekend,Saturday,8,2003
Date2112,Weekend,Saturday,11,2000
Date2113,Weekday,Monday,6,2024
Date2114,Weekend,Monday,10,1994
Date2115,Weekend,Friday,5,2001
Date2116,Weekend,Saturday,10,2002
Date2117,Weekday,Friday,11,2021
Date2118,Weekend,Saturday,1,2007
Date2119,Weekend,Friday,8,1997
Date2120,Weekday,Monday,11,1996
Date2121,Weekend,Saturday,3,1990
Date2122,Weekday,Wednesday,10,2014
Date2123,Weekend,Saturday,6,1993
Date2124,Weekday,Tuesday,7,1996
Date2125,Weekend,Monday,4,1995
Date2126,Weekend,Saturday,9,2007
Date2127,Weekend,Monday,8,2007
Date2128,Weekday,Monday,7,1991
Date2129,Weekday,Tuesday,1,2005
Date2130,Weekend,Friday,9,2015
Date2131,Weekday,Wednesday,10,1994
Date2132,Weekend,Saturday,1,2012
Date2133,Weekday,Tuesday,5,2009
Date2134,Weekend,Sunday,4,2001
Date2135,Weekend,Monday,7,2022
Date2136,Weekend,Sunday,2,2024
Date2137,Weekend,Saturday,12,2012
Date2138,Weekend,Sunday,8,2013
Date2139,Weekend,Friday,3,2018
Date2140,Weekday,Thursday,7,2007
Date2141,Weekend,Saturday,2,2024
Date2142,Weekday,Monday,9,2022
Date2143,Weekday,Wednesday,6,2024
Date2144,Weekday,Thursday,1,2017
Date2145,Weekend,Saturday,10,2022
Date2146,Weekend,Saturday,6,2010
Date2147,Weekday,Monday,6,2019
Date2148,Weekday,Tuesday,5,2005
Date2149,Weekend,Friday,12,1997
Date2150,Weekend,Sunday,10,1998
Date2151,Weekday,Friday,10,1994
Date2152,Weekday,Thursday,5,1994
Date2153,Weekday,Monday,12,2005
Date2154,Weekend,Monday,2,2011
Date2155,Weekend,Monday,8,2024
Date2156,Weekend,Saturday,4,2007
Date2157,Weekend,Sunday,9,2021
Date2158,Weekday,Tuesday,11,2008
Date2159,Weekday,Tuesday,3,2009
Date2160,Weekday,Wednesday,4,2015
Date2161,Weekday,Thursday,4,2011
Date2162,Weekday,Friday,3,2022
Date2163,Weekday,Tuesday,10,2017
