FatalityId,Crash ID,State,Month,Year,Dayweek,Time,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit,Road User,Gender,Age,National Remoteness Areas,SA4 Name 2021,National LGA Name 2021,National Road Type,Christmas Period,Easter Period,Age Group,Day of week,Time of day,Number Fatalities
Fatality1763,20205098,WA,12,1991,Sunday,15:53:00.000000000,Single,No,No,No,80,Driver,Male,58,Inner Regional Australia,Bunbury,Busselton,Local Road,No,No,40_to_64,Weekend,Day,1
Fatality1764,20171106,NSW,1,1992,Saturday,14:20:00.000000000,Single,No,No,No,100,Driver,Male,28,Outer Regional Australia,Riverina,Leeton,Sub-arterial Road,No,No,26_to_39,Weekend,Day,1
Fatality1765,20223254,Qld,11,1990,Thursday,15:00:00.000000000,Single,No,No,No,60,Motorcycle rider,Male,66,Outer Regional Australia,Cairns,Cairns,Sub-arterial Road,No,No,65_to_74,Weekday,Day,1
Fatality1766,20194035,SA,1,1991,Sunday,16:45:00.000000000,Multiple,No,No,No,60,Motorcycle rider,Male,19,Major Cities of Australia,Adelaide - West,Port Adelaide Enfield,National or State Highway,No,No,17_to_25,Weekend,Day,1
Fatality1767,20231289,NSW,5,1989,Friday,07:55:00.000000000,Multiple,No,No,Yes,110,Passenger,Male,30,Outer Regional Australia,Riverina,Wagga Wagga,National or State Highway,No,No,26_to_39,Weekday,Day,1
Fatality1768,20221063,NSW,9,1990,Friday,00:07:00.000000000,Single,No,No,No,60,Motorcycle pillion passenger,Male,32,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Collector Road,No,No,26_to_39,Weekday,Night,1
Fatality1769,20165170,WA,9,1993,Sunday,21:31:00.000000000,Multiple,No,No,No,70,Motorcycle rider,Male,19,Major Cities of Australia,Mandurah,Mandurah,Arterial Road,No,No,17_to_25,Weekend,Night,1
Fatality1770,20181089,NSW,10,1992,Wednesday,14:00:00.000000000,Single,No,No,No,60,Motorcycle rider,Male,34,Inner Regional Australia,Central Coast,Central Coast,National or State Highway,No,No,26_to_39,Weekday,Day,1
Fatality1771,20232105,Vic,2,1989,Wednesday,08:04:00.000000000,Single,No,No,No,60,Pedestrian,Male,73,Major Cities of Australia,Melbourne - Inner,Moonee Valley,Sub-arterial Road,No,No,65_to_74,Weekday,Day,1
Fatality1772,20191035,NSW,8,1991,Thursday,04:51:00.000000000,Multiple,No,No,No,80,Pedal cyclist,Male,49,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Hawkesbury,Arterial Road,No,No,40_to_64,Weekday,Night,2
Fatality1773,20171266,NSW,6,1992,Saturday,22:45:00.000000000,Multiple,No,No,No,100,Passenger,Male,25,Outer Regional Australia,New England and North West,Walcha,Sub-arterial Road,Yes,No,17_to_25,Weekend,Night,1
Fatality1774,20162122,Vic,5,1993,Wednesday,15:30:00.000000000,Multiple,No,No,No,60,Pedestrian,Male,58,Major Cities of Australia,Melbourne - Inner,Moonee Valley,Undetermined,No,No,40_to_64,Weekday,Day,1
Fatality1775,20151225,NSW,9,1994,Wednesday,08:00:00.000000000,Single,No,No,No,50,Pedestrian,Female,90,Major Cities of Australia,Sydney - Northern Beaches,Northern Beaches,Local Road,No,No,75_or_older,Weekday,Day,1
Fatality1776,20242254,Vic,9,1989,Wednesday,21:12:00.000000000,Single,No,No,No,80,Motorcycle rider,Male,40,Major Cities of Australia,Melbourne - Inner South,Kingston (Vic.),National or State Highway,No,No,40_to_64,Weekday,Night,1
Fatality1777,20243148,Qld,10,1989,Monday,11:00:00.000000000,Multiple,No,No,No,100,Motorcycle rider,Male,36,Outer Regional Australia,Central Queensland,Rockhampton,National or State Highway,No,No,26_to_39,Weekday,Day,1
Fatality1778,20141052,NSW,7,1994,Sunday,11:05:00.000000000,Single,No,No,No,60,Pedestrian,Male,49,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekend,Day,2
Fatality1779,20196028,Tas,3,1991,Saturday,13:59:00.000000000,Multiple,No,No,No,100,Passenger,Female,75,Outer Regional Australia,Launceston and North East,Launceston,National or State Highway,No,No,75_or_older,Weekend,Day,1
Fatality1780,20192024,Vic,3,1991,Friday,02:40:00.000000000,Single,No,No,No,50,Passenger,Male,19,Major Cities of Australia,Mornington Peninsula,Frankston,Local Road,No,Yes,17_to_25,Weekday,Night,1
Fatality1781,20202055,Vic,9,1991,Saturday,12:40:00.000000000,Multiple,No,No,Yes,80,Driver,Male,77,Inner Regional Australia,Shepparton,Greater Shepparton,National or State Highway,No,No,75_or_older,Weekend,Day,1
Fatality1782,20222127,Vic,12,1990,Wednesday,03:55:00.000000000,Single,No,No,No,70,Passenger,Male,72,Unknown,Unknown,Unknown,Arterial Road,No,No,65_to_74,Weekday,Night,1
Fatality1783,20164074,SA,7,1993,Tuesday,09:55:00.000000000,Multiple,No,No,No,80,Passenger,Female,26,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills,Arterial Road,No,No,26_to_39,Weekday,Day,1
Fatality1784,20233043,Qld,6,1989,Saturday,21:00:00.000000000,Single,No,No,No,50,Passenger,Male,38,Major Cities of Australia,Moreton Bay - North,Moreton Bay,Local Road,No,No,26_to_39,Weekend,Night,1
Fatality1785,20165019,WA,5,1993,Tuesday,13:26:00.000000000,Multiple,No,No,Yes,110,Driver,Male,64,Outer Regional Australia,Western Australia - Wheat Belt,Plantagenet,National or State Highway,No,No,40_to_64,Weekday,Day,1
Fatality1786,20192134,Vic,2,1991,Friday,12:10:00.000000000,Multiple,No,No,No,60,Driver,Male,88,Inner Regional Australia,Bendigo,Greater Bendigo,Local Road,No,No,75_or_older,Weekday,Night,1
Fatality1787,20162142,Vic,10,1993,Wednesday,09:05:00.000000000,Multiple,No,No,Yes,80,Driver,Female,81,Outer Regional Australia,North West,Mildura,Undetermined,No,No,75_or_older,Weekday,Day,1
Fatality1788,20231124,NSW,3,1989,Thursday,07:30:00.000000000,Single,No,No,No,50,Pedestrian,Male,69,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Collector Road,No,No,65_to_74,Weekday,Day,1
Fatality1789,20141257,NSW,3,1994,Wednesday,09:00:00.000000000,Single,No,No,No,100,Pedestrian,Female,78,Unknown,Unknown,Unknown,Undetermined,No,No,75_or_older,Weekday,Day,1
Fatality1790,20173083,Qld,4,1992,Sunday,18:00:00.000000000,Multiple,No,No,No,60,Pedal cyclist,Male,68,Major Cities of Australia,Logan - Beaudesert,Logan,Sub-arterial Road,No,No,65_to_74,Weekend,Night,1
Fatality1791,20162227,Vic,4,1993,Friday,00:15:00.000000000,Single,No,No,No,100,Driver,Male,18,Inner Regional Australia,Shepparton,Moira,Undetermined,No,No,17_to_25,Weekday,Night,1
Fatality1792,20195113,WA,1,1991,Tuesday,10:29:00.000000000,Single,No,No,No,80,Motorcycle rider,Male,24,Inner Regional Australia,Perth - South East,Serpentine-Jarrahdale,Arterial Road,No,No,17_to_25,Weekday,Day,1
Fatality1793,20206019,Tas,1,1990,Friday,21:40:00.000000000,Single,No,No,No,100,Pedestrian,Male,29,Inner Regional Australia,Hobart,Glenorchy,Local Road,No,No,26_to_39,Weekend,Night,1
Fatality1794,20191321,NSW,7,1991,Tuesday,20:58:00.000000000,Multiple,No,No,No,110,Motorcycle rider,Male,26,Outer Regional Australia,Far West and Orana,Dubbo Regional,National or State Highway,Yes,No,26_to_39,Weekday,Night,1
Fatality1795,20173192,Qld,12,1993,Monday,21:00:00.000000000,Multiple,No,No,Yes,100,Passenger,Male,22,Outer Regional Australia,Townsville,Burdekin,National or State Highway,No,No,17_to_25,Weekday,Night,1
Fatality1796,20211062,NSW,5,1990,Friday,05:25:00.000000000,Single,No,No,No,90,Driver,Male,26,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Local Road,No,No,26_to_39,Weekday,Night,1
Fatality1797,20163201,Qld,3,1993,Thursday,10:00:00.000000000,Multiple,No,No,No,110,Driver,Female,79,Unknown,Unknown,Unknown,Undetermined,No,No,75_or_older,Weekday,Day,2
Fatality1798,20192151,Vic,8,1991,Thursday,06:25:00.000000000,Multiple,No,No,No,80,Pedal cyclist,Male,24,Outer Regional Australia,North West,Horsham,National or State Highway,No,No,17_to_25,Weekday,Night,1
Fatality1799,20213243,Qld,3,1990,Saturday,14:00:00.000000000,Multiple,No,No,No,100,Motorcycle rider,Male,67,Outer Regional Australia,Cairns,Tablelands,Sub-arterial Road,No,No,65_to_74,Weekend,Day,1
Fatality1800,20201102,NSW,11,1991,Saturday,15:20:00.000000000,Single,No,No,No,100,Passenger,Male,25,Outer Regional Australia,Far West and Orana,Warrumbungle,National or State Highway,No,No,17_to_25,Weekend,Day,2
Fatality1801,20193153,Qld,7,1991,Sunday,21:00:00.000000000,Single,No,No,No,100,Driver,Male,73,Inner Regional Australia,Wide Bay,Bundaberg,National or State Highway,No,No,65_to_74,Weekend,Night,1
Fatality1802,20183112,Qld,10,1992,Wednesday,17:00:00.000000000,Single,No,No,No,100,Driver,Male,37,Outer Regional Australia,Townsville,Townsville,National or State Highway,No,No,26_to_39,Weekday,Day,1
Fatality1803,20215078,WA,7,1990,Thursday,17:40:00.000000000,Single,No,No,No,60,Motorcycle rider,Male,52,Remote Australia,Western Australia - Outback (North),Port Hedland,Local Road,No,No,40_to_64,Weekday,Day,1
Fatality1804,20226009,Tas,9,1990,Friday,21:45:00.000000000,Single,No,No,No,100,Passenger,Male,27,Outer Regional Australia,West and North West,Waratah-Wynyard,Collector Road,No,No,26_to_39,Weekend,Night,2
Fatality1805,20181280,NSW,9,1992,Wednesday,06:50:00.000000000,Single,No,No,No,60,Pedestrian,Male,67,Major Cities of Australia,Sydney - City and Inner South,Sydney,Collector Road,No,No,65_to_74,Weekday,Day,1
Fatality1806,20242153,Vic,8,1989,Saturday,03:15:00.000000000,Single,No,No,No,50,Motorcycle rider,Male,37,Major Cities of Australia,Melbourne - North West,Hume,Local Road,No,No,26_to_39,Weekend,Night,1
Fatality1807,20213201,Qld,2,1990,Tuesday,17:00:00.000000000,Multiple,No,No,No,70,Pedestrian,Male,37,Major Cities of Australia,Brisbane - East,Redland,Sub-arterial Road,No,No,26_to_39,Weekday,Day,3
Fatality1808,20223146,Qld,12,1990,Sunday,13:00:00.000000000,Single,No,No,No,60,Motorcycle rider,Male,25,Major Cities of Australia,Brisbane - North,Brisbane,Sub-arterial Road,No,No,17_to_25,Weekend,Day,1
Fatality1809,20233009,Qld,3,1989,Thursday,08:00:00.000000000,Single,No,No,No,50,Driver,Male,69,Major Cities of Australia,Gold Coast,Gold Coast,Local Road,No,No,65_to_74,Weekday,Day,1
Fatality1810,20181223,NSW,8,1992,Saturday,12:45:00.000000000,Single,No,No,No,80,Motorcycle rider,Male,35,Outer Regional Australia,Riverina,Snowy Valleys,Sub-arterial Road,No,No,26_to_39,Weekend,Day,1
Fatality1811,20234072,SA,2,1989,Thursday,17:20:00.000000000,Single,No,No,No,110,Driver,Female,31,Outer Regional Australia,South Australia - Outback,Flinders Ranges,Arterial Road,No,No,26_to_39,Weekday,Day,1
Fatality1812,20193008,Qld,5,1991,Saturday,13:00:00.000000000,Multiple,No,Yes,No,80,Driver,Male,34,Major Cities of Australia,Brisbane - North,Brisbane,Sub-arterial Road,No,No,26_to_39,Weekend,Day,1
Fatality1813,20155023,WA,8,1994,Wednesday,17:41:00.000000000,Multiple,No,No,No,50,Motorcycle rider,Male,40,Major Cities of Australia,Perth - North East,Swan,Local Road,No,No,40_to_64,Weekday,Day,1
Fatality1814,20197018,NT,8,1991,Monday,06:12:00.000000000,Single,No,No,No,130,Passenger,Male,27,Remote Australia,Northern Territory - Outback,West Arnhem,Arterial Road,No,No,26_to_39,Weekday,Day,5
Fatality1815,20233046,Qld,3,1989,Saturday,23:00:00.000000000,Single,No,No,No,60,Pedestrian,Male,25,Major Cities of Australia,Brisbane - South,Brisbane,Sub-arterial Road,No,No,17_to_25,Weekend,Night,1
Fatality1816,20194102,SA,3,1991,Friday,08:14:00.000000000,Multiple,No,No,No,110,Pedal cyclist,Male,66,Inner Regional Australia,South Australia - South East,Mid Murray,Sub-arterial Road,No,No,65_to_74,Weekday,Day,1
Fatality1817,20142175,Vic,12,1995,Saturday,10:20:00.000000000,Multiple,No,No,No,70,Pedal cyclist,Male,50,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekend,Day,1
Fatality1818,20181138,NSW,12,1992,Sunday,07:05:00.000000000,Single,No,No,No,60,Driver,Male,18,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Collector Road,No,No,17_to_25,Weekend,Day,1
Fatality1819,20182041,Vic,12,1992,Monday,15:30:00.000000000,Multiple,No,No,No,100,Passenger,Female,7,Inner Regional Australia,Latrobe - Gippsland,Latrobe (Vic.),Arterial Road,No,No,0_to_16,Weekday,Day,1
Fatality1820,20242100,Vic,9,1989,Sunday,16:22:00.000000000,Multiple,No,No,No,100,Motorcycle rider,Male,54,Remote Australia,North West,Yarriambiack,National or State Highway,No,No,40_to_64,Weekend,Day,1
Fatality1821,20223154,Qld,12,1990,Thursday,09:00:00.000000000,Single,No,No,No,70,Passenger,Male,11,Major Cities of Australia,Brisbane - East,Brisbane,Sub-arterial Road,No,No,0_to_16,Weekday,Day,1
Fatality1822,20201207,NSW,12,1991,Monday,16:20:00.000000000,Multiple,No,No,No,60,Pedestrian,Male,60,Inner Regional Australia,Riverina,Wagga Wagga,Local Road,No,No,40_to_64,Weekday,Day,1
Fatality1823,20205099,WA,11,1991,Sunday,02:30:00.000000000,Single,No,No,No,60,Passenger,Male,18,Unknown,Unknown,Unknown,Undetermined,No,No,17_to_25,Weekend,Night,1
Fatality1824,20155083,WA,10,1994,Friday,10:49:00.000000000,Multiple,No,No,No,50,Driver,Male,94,Unknown,Unknown,Unknown,Undetermined,No,No,75_or_older,Weekday,Day,1
Fatality1825,20223194,Qld,9,1990,Friday,22:00:00.000000000,Single,No,No,No,50,Pedestrian,Female,12,Inner Regional Australia,Central Queensland,Gladstone,Local Road,No,No,0_to_16,Weekend,Night,1
Fatality1826,20183080,Qld,10,1992,Friday,12:00:00.000000000,Single,No,No,No,100,Passenger,Female,26,Inner Regional Australia,Ipswich,Somerset,Sub-arterial Road,No,No,26_to_39,Weekday,Day,2
Fatality1827,20243084,Qld,12,1989,Saturday,04:00:00.000000000,Multiple,No,No,No,80,Motorcycle rider,Male,51,Major Cities of Australia,Moreton Bay - North,Moreton Bay,Sub-arterial Road,No,No,40_to_64,Weekend,Night,1
Fatality1828,20215020,WA,6,1990,Sunday,03:14:00.000000000,Single,No,No,No,110,Motorcycle rider,Male,49,Inner Regional Australia,Western Australia - Wheat Belt,Chittering,Arterial Road,No,No,40_to_64,Weekend,Night,1
Fatality1829,20181183,NSW,11,1992,Monday,19:20:00.000000000,Multiple,No,No,No,80,Driver,Female,24,Major Cities of Australia,Sydney - Blacktown,Blacktown,Collector Road,No,No,17_to_25,Weekday,Night,1
Fatality1830,20152032,Vic,9,1994,Monday,08:15:00.000000000,Single,No,No,Yes,80,Driver,Male,52,Outer Regional Australia,Warrnambool and South West,Glenelg,Arterial Road,No,No,40_to_64,Weekday,Day,1
Fatality1831,20181292,NSW,12,1992,Saturday,09:30:00.000000000,Single,No,No,No,110,Driver,Male,35,Remote Australia,Murray,Balranald,National or State Highway,No,No,26_to_39,Weekend,Day,1
Fatality1832,20211080,NSW,3,1990,Sunday,02:55:00.000000000,Single,No,No,No,50,Motorcycle rider,Male,23,Major Cities of Australia,Illawarra,Wollongong,Collector Road,No,No,17_to_25,Weekend,Night,1
Fatality1833,20155047,WA,9,1994,Tuesday,08:35:00.000000000,Single,No,No,No,110,Driver,Male,45,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekday,Day,1
Fatality1834,20176034,Tas,12,1993,Tuesday,04:00:00.000000000,Single,No,No,No,60,Passenger,Male,16,Outer Regional Australia,Launceston and North East,Meander Valley,Local Road,No,No,0_to_16,Weekday,Night,1
Fatality1835,20232118,Vic,6,1989,Monday,17:00:00.000000000,Multiple,No,No,No,80,Driver,Male,36,Major Cities of Australia,Melbourne - South East,Casey,Sub-arterial Road,No,No,26_to_39,Weekday,Day,1
Fatality1836,20153173,Qld,10,1994,Saturday,16:00:00.000000000,Single,No,No,No,60,Driver,Male,18,Unknown,Unknown,Unknown,Undetermined,No,No,17_to_25,Weekend,Day,1
Fatality1837,20233070,Qld,6,1989,Friday,12:00:00.000000000,Multiple,No,Yes,No,100,Motorcycle rider,Male,51,Outer Regional Australia,Cairns,Douglas,National or State Highway,No,No,40_to_64,Weekday,Day,1
Fatality1838,20242098,Vic,11,1989,Thursday,05:25:00.000000000,Multiple,No,No,No,60,Motorcycle rider,Male,37,Major Cities of Australia,Melbourne - Outer East,Knox,Local Road,No,No,26_to_39,Weekday,Night,1
Fatality1839,20203147,Qld,8,1991,Friday,15:00:00.000000000,Single,No,No,No,100,Driver,Male,39,Outer Regional Australia,Mackay - Isaac - Whitsunday,Whitsunday,National or State Highway,No,No,26_to_39,Weekday,Day,1
Fatality1840,20233254,Qld,5,1989,Saturday,02:00:00.000000000,Single,No,No,No,80,Passenger,Male,23,Inner Regional Australia,Wide Bay,Bundaberg,Sub-arterial Road,No,No,17_to_25,Weekend,Night,1
Fatality1841,20203034,Qld,8,1991,Thursday,19:00:00.000000000,Multiple,No,No,No,80,Motorcycle rider,Male,47,Inner Regional Australia,Ipswich,Somerset,National or State Highway,No,No,40_to_64,Weekday,Night,1
Fatality1842,20191115,NSW,6,1991,Thursday,02:00:00.000000000,Multiple,No,No,Yes,60,Driver,Male,24,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Blue Mountains,National or State Highway,No,No,17_to_25,Weekday,Night,1
Fatality1843,20213007,Qld,3,1990,Monday,16:00:00.000000000,Single,No,No,No,100,Passenger,Male,29,Outer Regional Australia,Queensland - Outback,Mareeba,Sub-arterial Road,No,No,26_to_39,Weekday,Day,1
Fatality1844,20142209,Vic,1,1994,Tuesday,14:30:00.000000000,Single,No,No,No,50,Driver,Female,66,Unknown,Unknown,Unknown,Undetermined,No,No,65_to_74,Weekday,Day,1
Fatality1845,20242096,Vic,10,1989,Friday,19:08:00.000000000,Single,No,No,No,80,Pedestrian,Male,30,Major Cities of Australia,Melbourne - South East,Casey,National or State Highway,No,No,26_to_39,Weekend,Night,1
Fatality1846,20173217,Qld,4,1992,Saturday,20:00:00.000000000,Multiple,No,No,No,100,Pedestrian,Male,68,Inner Regional Australia,Wide Bay,Fraser Coast,Sub-arterial Road,No,No,65_to_74,Weekend,Night,1
Fatality1847,20142029,Vic,3,1994,Saturday,00:50:00.000000000,Single,No,No,No,80,Passenger,Male,24,Unknown,Unknown,Unknown,Undetermined,No,No,17_to_25,Weekend,Night,1
Fatality1848,20241067,NSW,8,1989,Monday,14:50:00.000000000,Multiple,No,No,No,50,Driver,Male,76,Inner Regional Australia,Central West,Cowra,Arterial Road,No,No,75_or_older,Weekday,Day,1
Fatality1849,20205020,WA,12,1991,Friday,18:39:00.000000000,Single,No,No,No,110,Driver,Male,66,Inner Regional Australia,Western Australia - Wheat Belt,Northam,National or State Highway,No,No,65_to_74,Weekend,Night,1
Fatality1850,20154081,SA,2,1993,Sunday,09:43:00.000000000,Single,No,No,No,50,Pedal cyclist,Male,62,Inner Regional Australia,South Australia - South East,Victor Harbor,Local Road,No,No,40_to_64,Weekend,Day,1
Fatality1851,20155043,WA,12,1994,Tuesday,18:52:00.000000000,Single,No,No,No,50,Pedestrian,Male,16,Major Cities of Australia,Perth - South East,Belmont,Local Road,No,No,0_to_16,Weekday,Night,1
Fatality1852,20205135,WA,1,1990,Saturday,19:00:00.000000000,Multiple,No,Yes,No,110,Driver,Male,48,Very Remote Australia,Western Australia - Outback (North),Port Hedland,National or State Highway,No,No,40_to_64,Weekend,Night,1
Fatality1853,20193042,Qld,7,1991,Sunday,11:00:00.000000000,Single,No,No,No,80,Driver,Male,48,Inner Regional Australia,Sunshine Coast,Sunshine Coast,Collector Road,No,No,40_to_64,Weekend,Day,1
Fatality1854,20211038,NSW,5,1990,Friday,12:05:00.000000000,Single,No,No,No,70,Pedestrian,Male,89,Major Cities of Australia,Sydney - Northern Beaches,Northern Beaches,Arterial Road,No,No,75_or_older,Weekday,Day,1
Fatality1855,20165040,WA,5,1993,Tuesday,08:00:00.000000000,Single,No,No,No,110,Passenger,Female,18,Unknown,Unknown,Unknown,Undetermined,No,No,17_to_25,Weekday,Day,2
Fatality1856,20181043,NSW,10,1992,Saturday,20:30:00.000000000,Single,No,No,No,80,Driver,Male,69,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Hawkesbury,Arterial Road,No,No,65_to_74,Weekend,Night,1
Fatality1857,20143093,Qld,6,1994,Tuesday,17:00:00.000000000,Multiple,No,No,No,60,Driver,Female,52,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekday,Day,1
Fatality1858,20172194,Vic,4,1992,Wednesday,16:48:00.000000000,Single,No,No,No,40,Pedestrian,Male,76,Major Cities of Australia,Melbourne - Inner,Melbourne,Collector Road,No,No,75_or_older,Weekday,Day,1
Fatality1859,20154003,SA,11,1994,Tuesday,18:20:00.000000000,Multiple,No,No,Yes,110,Driver,Female,61,Inner Regional Australia,South Australia - South East,Murray Bridge,National or State Highway,No,No,40_to_64,Weekday,Night,1
Fatality1860,20232103,Vic,6,1989,Tuesday,10:30:00.000000000,Multiple,No,No,No,100,Motorcycle rider,Male,60,Inner Regional Australia,Melbourne - South East,Cardinia,Arterial Road,No,No,40_to_64,Weekday,Day,1
Fatality1861,20205092,WA,1,1990,Friday,05:30:00.000000000,Single,No,No,No,90,Driver,Male,18,Inner Regional Australia,Bunbury,Busselton,Local Road,No,No,17_to_25,Weekday,Night,1
Fatality1862,20162107,Vic,8,1993,Sunday,17:25:00.000000000,Single,No,No,No,100,Driver,Female,18,Inner Regional Australia,Latrobe - Gippsland,Baw Baw,Undetermined,No,No,17_to_25,Weekend,Day,1
Fatality1863,20224055,SA,1,1989,Wednesday,18:35:00.000000000,Single,No,No,No,100,Driver,Male,48,Inner Regional Australia,South Australia - South East,Alexandrina,Sub-arterial Road,No,No,40_to_64,Weekday,Night,1
Fatality1864,20154092,SA,11,1994,Monday,11:13:00.000000000,Multiple,No,No,No,100,Passenger,Male,13,Outer Regional Australia,Barossa - Yorke - Mid North,Wakefield,Arterial Road,No,No,0_to_16,Weekday,Day,3
Fatality1865,20192064,Vic,5,1991,Saturday,00:20:00.000000000,Single,No,No,No,110,Driver,Male,34,Inner Regional Australia,Ballarat,Ballarat,National or State Highway,No,No,26_to_39,Weekend,Night,1
Fatality1866,20192051,Vic,2,1991,Friday,19:47:00.000000000,Multiple,No,No,No,80,Driver,Male,85,Outer Regional Australia,North West,Mildura,Local Road,No,No,75_or_older,Weekday,Night,1
Fatality1867,20201244,NSW,1,1990,Saturday,22:37:00.000000000,Multiple,No,No,No,50,Pedestrian,Female,19,Major Cities of Australia,Illawarra,Wollongong,National or State Highway,No,No,17_to_25,Weekend,Night,1
Fatality1868,20156021,Tas,2,1993,Thursday,17:46:00.000000000,Multiple,No,Yes,No,100,Driver,Male,86,Outer Regional Australia,Launceston and North East,Meander Valley,Arterial Road,No,No,75_or_older,Weekday,Day,1
Fatality1869,20154051,SA,8,1994,Thursday,16:05:00.000000000,Multiple,No,No,No,100,Driver,Female,23,Major Cities of Australia,Adelaide - South,Onkaparinga,Local Road,No,No,17_to_25,Weekday,Day,1
Fatality1870,20203224,Qld,8,1991,Friday,14:00:00.000000000,Multiple,No,No,Yes,100,Driver,Male,84,Inner Regional Australia,Wide Bay,Bundaberg,National or State Highway,No,No,75_or_older,Weekday,Day,1
Fatality1871,20215021,WA,5,1990,Tuesday,08:51:00.000000000,Single,No,No,No,110,Driver,Male,17,Inner Regional Australia,Perth - North East,Mundaring,Local Road,No,No,17_to_25,Weekday,Day,1
Fatality1872,20181144,NSW,12,1992,Sunday,00:50:00.000000000,Single,No,No,No,100,Passenger,Male,27,Outer Regional Australia,New England and North West,Narrabri,Sub-arterial Road,No,No,26_to_39,Weekend,Night,1
Fatality1873,20241069,NSW,8,1989,Friday,06:15:00.000000000,Single,No,No,No,70,Pedestrian,Male,64,Major Cities of Australia,Sydney - South West,Liverpool,Collector Road,No,No,40_to_64,Weekday,Day,1
Fatality1874,20165015,WA,5,1993,Sunday,11:30:00.000000000,Single,No,No,No,110,Passenger,Female,20,Remote Australia,Western Australia - Wheat Belt,Kondinin,National or State Highway,No,No,17_to_25,Weekend,Day,1
Fatality1875,20191319,NSW,3,1991,Saturday,16:00:00.000000000,Single,No,No,No,60,Pedestrian,Male,25,Major Cities of Australia,Sydney - North Sydney and Hornsby,North Sydney,Local Road,No,Yes,17_to_25,Weekend,Day,1
Fatality1876,20141173,NSW,1,1994,Saturday,06:15:00.000000000,Single,No,No,No,50,Driver,Male,49,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekend,Day,1
Fatality1877,20223143,Qld,11,1990,Sunday,18:00:00.000000000,Multiple,No,No,No,100,Driver,Male,25,Outer Regional Australia,Cairns,Cassowary Coast,National or State Highway,No,No,17_to_25,Weekend,Night,1
Fatality1878,20193059,Qld,4,1991,Sunday,22:00:00.000000000,Single,No,No,No,80,Driver,Male,20,Major Cities of Australia,Moreton Bay - South,Moreton Bay,Local Road,No,No,17_to_25,Weekend,Night,1
Fatality1879,20243034,Qld,9,1989,Sunday,08:00:00.000000000,Single,No,No,No,100,Driver,Male,32,Outer Regional Australia,Wide Bay,Bundaberg,National or State Highway,No,No,26_to_39,Weekend,Day,1
Fatality1880,20234091,SA,5,1989,Saturday,08:29:00.000000000,Single,No,Yes,No,80,Passenger,Male,44,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills,Sub-arterial Road,No,No,40_to_64,Weekend,Day,1
Fatality1881,20236015,Tas,3,1989,Thursday,12:46:00.000000000,Single,No,No,No,90,Driver,Female,86,Outer Regional Australia,South East,Kingborough,Sub-arterial Road,No,No,75_or_older,Weekday,Day,1
Fatality1882,20143199,Qld,12,1995,Sunday,18:00:00.000000000,Single,No,No,No,110,Driver,Male,61,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekend,Night,1
Fatality1883,20183091,Qld,1,1991,Friday,19:00:00.000000000,Multiple,No,No,No,100,Passenger,Male,47,Very Remote Australia,Queensland - Outback,Cook,Access road,No,No,40_to_64,Weekend,Night,1
Fatality1884,20243081,Qld,10,1989,Saturday,14:00:00.000000000,Multiple,No,No,No,100,Driver,Male,55,Inner Regional Australia,Wide Bay,Bundaberg,National or State Highway,No,No,40_to_64,Weekend,Day,2
Fatality1885,20161319,NSW,6,1993,Saturday,19:56:00.000000000,Multiple,No,No,No,80,Driver,Female,89,Major Cities of Australia,Hunter Valley exc Newcastle,Port Stephens,National or State Highway,No,No,75_or_older,Weekend,Night,1
Fatality1886,20183105,Qld,7,1992,Saturday,03:00:00.000000000,Single,No,No,No,60,Pedestrian,Male,32,Outer Regional Australia,Townsville,Townsville,Local Road,No,No,26_to_39,Weekend,Night,1
Fatality1887,20232213,Vic,2,1989,Monday,11:55:00.000000000,Single,No,No,No,100,Driver,Male,76,Unknown,Unknown,Unknown,Arterial Road,No,No,75_or_older,Weekday,Day,1
Fatality1888,20234003,SA,2,1989,Sunday,10:25:00.000000000,Multiple,No,No,No,60,Pedal cyclist,Male,72,Major Cities of Australia,Adelaide - Central and Hills,Burnside,Local Road,No,No,65_to_74,Weekend,Day,1
Fatality1889,20193131,Qld,3,1991,Wednesday,07:00:00.000000000,Multiple,No,No,Yes,100,Driver,Male,77,Remote Australia,Central Queensland,Central Highlands (Qld),National or State Highway,No,No,75_or_older,Weekday,Day,2
