FatalityId,Crash ID,State,Month,Year,Dayweek,Time,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit,Road User,Gender,Age,National Remoteness Areas,SA4 Name 2021,National LGA Name 2021,National Road Type,Christmas Period,Easter Period,Age Group,Day of week,Time of day,Number Fatalities
Fatality1890,20172200,Vic,4,1992,Sunday,13:30:00.000000000,Multiple,No,No,No,60,Motorcycle rider,Male,29,Major Cities of Australia,Melbourne - Inner East,Manningham,Arterial Road,No,No,26_to_39,Weekend,Day,1
Fatality1891,20161121,NSW,4,1993,Wednesday,02:10:00.000000000,Multiple,No,Yes,No,50,Driver,Male,34,Major Cities of Australia,Newcastle and Lake Macquarie,Newcastle,Sub-arterial Road,No,No,26_to_39,Weekday,Night,1
Fatality1892,20187010,NT,9,1992,Thursday,23:06:00.000000000,Single,No,No,No,110,Pedestrian,Male,32,Very Remote Australia,Northern Territory - Outback,Roper Gulf,Arterial Road,No,No,26_to_39,Weekday,Night,1
Fatality1893,20173032,Qld,12,1993,Tuesday,16:00:00.000000000,Multiple,Yes,No,No,80,Driver,Male,82,Major Cities of Australia,Brisbane - East,Redland,Local Road,No,No,75_or_older,Weekday,Day,1
Fatality1894,20161288,NSW,10,1993,Monday,07:05:00.000000000,Single,No,No,No,100,Driver,Male,25,Inner Regional Australia,Central West,Bathurst Regional,National or State Highway,No,No,17_to_25,Weekday,Day,1
Fatality1895,20181150,NSW,11,1992,Friday,21:16:00.000000000,Single,No,No,No,60,Pedestrian,Female,60,Major Cities of Australia,Central Coast,Central Coast,Arterial Road,No,No,40_to_64,Weekend,Night,1
Fatality1896,20147002,NT,4,1994,Friday,17:36:00.000000000,Multiple,No,No,No,60,Pedestrian,Female,2,Unknown,Unknown,Unknown,Undetermined,No,No,0_to_16,Weekday,Day,1
Fatality1897,20241179,NSW,11,1989,Thursday,06:50:00.000000000,Multiple,No,No,No,80,Motorcycle rider,Male,60,Inner Regional Australia,Mid North Coast,Mid-Coast,Sub-arterial Road,No,No,40_to_64,Weekday,Day,1
Fatality1898,20232170,Vic,6,1989,Friday,22:30:00.000000000,Single,No,No,No,100,Driver,Male,65,Inner Regional Australia,Warrnambool and South West,Corangamite,Sub-arterial Road,No,No,65_to_74,Weekend,Night,1
Fatality1899,20231152,NSW,6,1989,Wednesday,12:00:00.000000000,Single,No,Yes,No,60,Driver,Male,49,Outer Regional Australia,Central West,Oberon,Arterial Road,No,No,40_to_64,Weekday,Day,1
Fatality1900,20143177,Qld,7,1994,Saturday,23:00:00.000000000,Single,No,No,No,100,Passenger,Male,18,Unknown,Unknown,Unknown,Undetermined,No,No,17_to_25,Weekend,Night,1
Fatality1901,20241183,NSW,9,1989,Thursday,11:12:00.000000000,Single,No,Yes,No,80,Driver,Male,56,Outer Regional Australia,New England and North West,Tamworth Regional,Arterial Road,No,No,40_to_64,Weekday,Day,1
Fatality1902,20232013,Vic,2,1989,Wednesday,14:49:00.000000000,Single,No,No,No,100,Driver,Male,28,Outer Regional Australia,North West,West Wimmera,National or State Highway,No,No,26_to_39,Weekday,Day,1
Fatality1903,20152160,Vic,1,1993,Sunday,08:52:00.000000000,Single,No,No,No,80,Motorcycle rider,Male,32,Major Cities of Australia,Melbourne - Inner East,Whitehorse,National or State Highway,No,No,26_to_39,Weekend,Day,1
Fatality1904,20222028,Vic,11,1990,Friday,16:51:00.000000000,Multiple,No,No,Yes,80,Motorcycle rider,Female,52,Major Cities of Australia,Melbourne - Inner,Port Phillip,National or State Highway,No,No,40_to_64,Weekday,Day,1
Fatality1905,20191235,NSW,4,1991,Wednesday,19:30:00.000000000,Multiple,No,No,Yes,100,Driver,Male,30,Inner Regional Australia,Riverina,Wagga Wagga,National or State Highway,No,No,26_to_39,Weekday,Night,1
Fatality1906,20242243,Vic,11,1989,Thursday,11:30:00.000000000,Multiple,No,No,No,50,Pedal cyclist,Male,81,Inner Regional Australia,Melbourne - Outer East,Yarra Ranges,Local Road,No,No,75_or_older,Weekday,Day,1
Fatality1907,20232111,Vic,2,1989,Tuesday,08:10:00.000000000,Single,No,No,No,60,Driver,Female,64,Major Cities of Australia,Melbourne - West,Brimbank,Collector Road,No,No,40_to_64,Weekday,Day,1
Fatality1908,20171094,NSW,1,1992,Sunday,00:35:00.000000000,Multiple,Yes,No,No,80,Pedestrian,Female,24,Major Cities of Australia,Sydney - North Sydney and Hornsby,North Sydney,National or State Highway,No,No,17_to_25,Weekend,Night,1
Fatality1909,20156004,Tas,8,1994,Wednesday,06:30:00.000000000,Multiple,No,Yes,No,100,Driver,Male,56,Outer Regional Australia,Launceston and North East,West Tamar,Arterial Road,No,No,40_to_64,Weekday,Day,1
Fatality1910,20186007,Tas,11,1992,Thursday,00:44:00.000000000,Single,No,No,No,100,Driver,Male,20,Outer Regional Australia,Launceston and North East,Launceston,Sub-arterial Road,No,No,17_to_25,Weekday,Night,1
Fatality1911,20227026,NT,9,1990,Sunday,06:04:00.000000000,Single,No,No,No,110,Driver,Male,32,Remote Australia,Northern Territory - Outback,West Arnhem,Arterial Road,No,No,26_to_39,Weekend,Day,1
Fatality1912,20143094,Qld,5,1994,Friday,21:00:00.000000000,Single,No,No,No,80,Passenger,Female,4,Unknown,Unknown,Unknown,Undetermined,No,No,0_to_16,Weekend,Night,4
Fatality1913,20215044,WA,6,1990,Saturday,19:10:00.000000000,Single,No,No,No,100,Driver,Female,20,Major Cities of Australia,Perth - South East,Gosnells,National or State Highway,No,No,17_to_25,Weekend,Night,1
Fatality1914,20151136,NSW,2,1993,Sunday,17:30:00.000000000,Multiple,No,No,No,80,Motorcycle rider,Male,28,Inner Regional Australia,Central West,Orange,Access road,No,No,26_to_39,Weekend,Day,1
Fatality1915,20221215,NSW,1,1989,Saturday,23:11:00.000000000,Multiple,No,No,No,60,Passenger,Male,27,Major Cities of Australia,Newcastle and Lake Macquarie,Newcastle,National or State Highway,No,No,26_to_39,Weekend,Night,1
Fatality1916,20161336,NSW,10,1993,Saturday,23:00:00.000000000,Single,No,No,No,80,Passenger,Male,20,Inner Regional Australia,Hunter Valley exc Newcastle,Mid-Coast,Sub-arterial Road,No,No,17_to_25,Weekend,Night,1
Fatality1917,20212076,Vic,6,1990,Thursday,15:52:00.000000000,Single,No,No,No,100,Passenger,Male,16,Inner Regional Australia,Warrnambool and South West,Moyne,Local Road,No,No,0_to_16,Weekday,Day,2
Fatality1918,20143094,Qld,5,1994,Friday,21:00:00.000000000,Single,No,No,No,80,Passenger,Male,10,Unknown,Unknown,Unknown,Undetermined,No,No,0_to_16,Weekend,Night,4
Fatality1919,20201151,NSW,12,1991,Tuesday,10:30:00.000000000,Single,No,No,No,100,Driver,Male,84,Remote Australia,New England and North West,Narrabri,Arterial Road,No,No,75_or_older,Weekday,Day,1
Fatality1920,20225056,WA,12,1990,Friday,22:58:00.000000000,Single,No,No,No,80,Driver,Male,26,Outer Regional Australia,Unknown,Unknown,Undetermined,No,No,26_to_39,Weekend,Night,1
Fatality1921,20205125,WA,11,1991,Saturday,15:00:00.000000000,Single,No,No,No,110,Driver,Male,19,Inner Regional Australia,Western Australia - Wheat Belt,Gingin,Arterial Road,No,No,17_to_25,Weekend,Day,1
Fatality1922,20165145,WA,6,1993,Sunday,22:30:00.000000000,Single,No,No,No,50,Driver,Male,45,Remote Australia,Western Australia - Wheat Belt,Gnowangerup,Arterial Road,No,No,40_to_64,Weekend,Night,1
Fatality1923,20141105,NSW,7,1994,Monday,12:04:00.000000000,Multiple,No,No,No,100,Motorcycle rider,Male,61,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekday,Day,1
Fatality1924,20142031,Vic,1,1994,Friday,01:39:00.000000000,Single,No,No,No,80,Driver,Female,15,Unknown,Unknown,Unknown,Undetermined,No,No,0_to_16,Weekday,Night,1
Fatality1925,20223014,Qld,10,1990,Thursday,10:00:00.000000000,Single,No,No,No,60,Pedestrian,Male,44,Major Cities of Australia,Brisbane Inner City,Brisbane,National or State Highway,No,No,40_to_64,Weekday,Day,1
Fatality1926,20155130,WA,2,1993,Monday,14:20:00.000000000,Multiple,No,No,Yes,80,Driver,Male,32,Major Cities of Australia,Perth - North East,Swan,National or State Highway,No,No,26_to_39,Weekday,Day,1
Fatality1927,20231212,NSW,2,1989,Sunday,20:19:00.000000000,Multiple,No,No,No,50,Motorcycle rider,Male,30,Major Cities of Australia,Sydney - Eastern Suburbs,Randwick,Collector Road,No,No,26_to_39,Weekend,Night,1
Fatality1928,20227030,NT,9,1990,Saturday,18:44:00.000000000,Single,No,No,No,70,Passenger,Male,30,Outer Regional Australia,Darwin,Litchfield,Sub-arterial Road,No,No,26_to_39,Weekend,Night,4
Fatality1929,20243150,Qld,12,1989,Monday,14:00:00.000000000,Multiple,No,No,No,100,Driver,Female,48,Major Cities of Australia,Sunshine Coast,Sunshine Coast,National or State Highway,No,No,40_to_64,Weekday,Day,1
Fatality1930,20183020,Qld,12,1992,Friday,19:00:00.000000000,Single,No,No,No,80,Driver,Male,60,Inner Regional Australia,Gold Coast,Gold Coast,Local Road,No,No,40_to_64,Weekend,Night,1
Fatality1931,20242077,Vic,9,1989,Wednesday,19:05:00.000000000,Single,No,No,No,60,Driver,Male,65,Major Cities of Australia,Melbourne - Outer East,Yarra Ranges,Collector Road,No,No,65_to_74,Weekday,Night,1
Fatality1932,20234075,SA,2,1989,Thursday,17:35:00.000000000,Multiple,No,No,No,80,Motorcycle rider,Male,72,Inner Regional Australia,Adelaide - North,Adelaide Plains,Collector Road,No,No,65_to_74,Weekday,Day,1
Fatality1933,20151163,NSW,11,1994,Wednesday,13:30:00.000000000,Multiple,No,Yes,No,80,Driver,Female,60,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,Arterial Road,No,No,40_to_64,Weekday,Day,1
Fatality1934,20233236,Qld,2,1989,Friday,17:00:00.000000000,Multiple,No,No,No,100,Driver,Male,73,Inner Regional Australia,Wide Bay,Bundaberg,Collector Road,No,No,65_to_74,Weekday,Day,1
Fatality1935,20181057,NSW,7,1992,Saturday,01:00:00.000000000,Single,No,No,No,100,Driver,Male,34,Outer Regional Australia,Hunter Valley exc Newcastle,Upper Hunter,Local Road,No,No,26_to_39,Weekend,Night,1
Fatality1936,20187036,NT,1,1991,Sunday,22:14:00.000000000,Single,No,No,No,60,Passenger,Female,25,Very Remote Australia,Northern Territory - Outback,East Arnhem,Sub-arterial Road,Yes,No,17_to_25,Weekend,Night,1
Fatality1937,20221099,NSW,2,1989,Friday,01:20:00.000000000,Single,No,No,No,50,Driver,Male,56,Outer Regional Australia,Murray,Federation,Sub-arterial Road,Yes,No,40_to_64,Weekday,Night,1
Fatality1938,20151241,NSW,3,1993,Wednesday,21:30:00.000000000,Multiple,No,No,No,70,Driver,Male,31,Major Cities of Australia,Newcastle and Lake Macquarie,Newcastle,Collector Road,No,No,26_to_39,Weekday,Night,1
Fatality1939,20203101,Qld,11,1991,Saturday,21:00:00.000000000,Single,No,No,No,60,Driver,Male,26,Remote Australia,Mackay - Isaac - Whitsunday,Whitsunday,Sub-arterial Road,No,No,26_to_39,Weekend,Night,1
Fatality1940,20173022,Qld,11,1993,Tuesday,22:00:00.000000000,Single,No,No,No,50,Motorcycle rider,Male,31,Major Cities of Australia,Logan - Beaudesert,Logan,Local Road,No,No,26_to_39,Weekday,Night,1
Fatality1941,20142059,Vic,4,1994,Saturday,04:30:00.000000000,Single,No,No,No,60,Motorcycle rider,Male,23,Unknown,Unknown,Unknown,Undetermined,No,No,17_to_25,Weekend,Night,1
Fatality1942,20231176,NSW,3,1989,Monday,20:00:00.000000000,Single,No,No,No,100,Driver,Male,52,Inner Regional Australia,Capital Region,Queanbeyan-Palerang Regional,Arterial Road,No,No,40_to_64,Weekday,Night,1
Fatality1943,20176018,Tas,1,1992,Sunday,17:35:00.000000000,Multiple,No,No,No,80,Passenger,Female,48,Inner Regional Australia,Hobart,Clarence,Sub-arterial Road,No,No,40_to_64,Weekend,Day,2
Fatality1944,20242079,Vic,8,1989,Saturday,13:32:00.000000000,Single,No,No,No,100,Driver,Male,54,Outer Regional Australia,Shepparton,Moira,Sub-arterial Road,No,No,40_to_64,Weekend,Day,1
Fatality1945,20212123,Vic,3,1990,Tuesday,18:56:00.000000000,Multiple,No,No,No,90,Motorcycle rider,Male,60,Major Cities of Australia,Melbourne - South East,Cardinia,Arterial Road,No,No,40_to_64,Weekday,Night,1
Fatality1946,20213193,Qld,4,1990,Sunday,16:00:00.000000000,Single,No,No,No,50,Passenger,Male,18,Inner Regional Australia,Moreton Bay - North,Sunshine Coast,Access road,No,No,17_to_25,Weekend,Day,1
Fatality1947,20223122,Qld,9,1990,Thursday,16:00:00.000000000,Multiple,No,No,No,100,Driver,Male,65,Outer Regional Australia,Central Queensland,Gladstone,National or State Highway,No,No,65_to_74,Weekday,Day,1
Fatality1948,20213083,Qld,4,1990,Thursday,10:00:00.000000000,Single,No,No,No,100,Driver,Male,36,Remote Australia,Cairns,Tablelands,National or State Highway,No,No,26_to_39,Weekday,Day,1
Fatality1949,20195026,WA,7,1991,Wednesday,14:38:00.000000000,Single,No,No,No,70,Driver,Male,21,Major Cities of Australia,Perth - North West,Wanneroo,Arterial Road,No,No,17_to_25,Weekday,Day,1
Fatality1950,20246022,Tas,10,1989,Sunday,04:07:00.000000000,Multiple,No,No,No,50,Passenger,Male,18,Inner Regional Australia,Hobart,Hobart,Sub-arterial Road,No,No,17_to_25,Weekend,Night,1
Fatality1951,20181175,NSW,8,1992,Thursday,15:13:00.000000000,Multiple,No,No,No,80,Passenger,Female,84,Inner Regional Australia,Capital Region,Hilltops,Arterial Road,No,No,75_or_older,Weekday,Day,1
Fatality1952,20175131,WA,5,1992,Monday,11:55:00.000000000,Single,No,No,No,110,Driver,Male,67,Outer Regional Australia,Western Australia - Wheat Belt,Victoria Plains,National or State Highway,No,No,65_to_74,Weekday,Day,1
Fatality1953,20141136,NSW,12,1995,Thursday,15:50:00.000000000,Single,No,No,No,80,Driver,Male,70,Unknown,Unknown,Unknown,Undetermined,No,No,65_to_74,Weekday,Day,1
Fatality1954,20143062,Qld,4,1994,Friday,19:00:00.000000000,Multiple,No,No,No,100,Motorcycle rider,Male,51,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekend,Night,1
Fatality1955,20165018,WA,10,1993,Sunday,03:30:00.000000000,Single,No,No,No,110,Driver,Male,45,Outer Regional Australia,Western Australia - Wheat Belt,Goomalling,Local Road,No,No,40_to_64,Weekend,Night,1
Fatality1956,20215137,WA,7,1990,Tuesday,16:22:00.000000000,Single,No,No,No,100,Motorcycle rider,Male,50,Major Cities of Australia,Perth - North East,Swan,Undetermined,No,No,40_to_64,Weekday,Day,1
Fatality1957,20172087,Vic,4,1992,Sunday,16:45:00.000000000,Multiple,No,No,No,80,Driver,Female,18,Outer Regional Australia,Latrobe - Gippsland,East Gippsland,National or State Highway,No,No,17_to_25,Weekend,Day,2
Fatality1958,20225081,WA,1,1989,Tuesday,11:49:00.000000000,Single,No,No,No,110,Passenger,Male,28,Remote Australia,Unknown,Unknown,Undetermined,Yes,No,26_to_39,Weekday,Day,2
Fatality1959,20151080,NSW,2,1993,Friday,18:25:00.000000000,Multiple,No,No,No,110,Passenger,Male,30,Outer Regional Australia,Central West,Bland,National or State Highway,No,No,26_to_39,Weekend,Night,2
Fatality1960,20141145,NSW,1,1994,Tuesday,17:10:00.000000000,Multiple,No,No,No,60,Motorcycle rider,Male,47,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekday,Day,1
Fatality1961,20221102,NSW,12,1990,Sunday,13:00:00.000000000,Single,No,No,No,100,Motorcycle rider,Male,66,Remote Australia,Murray,Balranald,Local Road,No,No,65_to_74,Weekend,Day,1
Fatality1962,20205115,WA,9,1991,Monday,09:30:00.000000000,Single,No,No,No,110,Driver,Male,73,Outer Regional Australia,Western Australia - Wheat Belt,Beverley,National or State Highway,No,No,65_to_74,Weekday,Day,1
Fatality1963,20222089,Vic,11,1990,Sunday,04:50:00.000000000,Single,No,No,No,50,Motorcycle rider,Male,18,Major Cities of Australia,Melbourne - North East,Whittlesea,Local Road,No,No,17_to_25,Weekend,Night,1
Fatality1964,20231045,NSW,6,1989,Saturday,03:20:00.000000000,Single,No,No,No,100,Passenger,Male,14,Outer Regional Australia,New England and North West,Tenterfield,Sub-arterial Road,No,No,0_to_16,Weekend,Night,2
Fatality1965,20225136,WA,12,1990,Sunday,08:13:00.000000000,Single,No,No,No,110,Passenger,Female,56,Very Remote Australia,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekend,Day,2
Fatality1966,20233077,Qld,3,1989,Wednesday,13:00:00.000000000,Single,No,Yes,No,60,Driver,Male,39,Major Cities of Australia,Gold Coast,Gold Coast,Collector Road,No,No,26_to_39,Weekday,Day,1
Fatality1967,20165121,WA,10,1993,Saturday,11:50:00.000000000,Single,No,No,No,110,Passenger,Male,15,Very Remote Australia,Western Australia - Outback (North),Halls Creek,National or State Highway,No,No,0_to_16,Weekend,Day,3
Fatality1968,20183046,Qld,12,1992,Saturday,21:00:00.000000000,Single,No,No,No,70,Pedestrian,Male,27,Major Cities of Australia,Gold Coast,Gold Coast,National or State Highway,No,No,26_to_39,Weekend,Night,1
Fatality1969,20224050,SA,1,1989,Saturday,01:30:00.000000000,Single,No,No,No,100,Driver,Male,32,Inner Regional Australia,Adelaide - North,Playford,Sub-arterial Road,No,No,26_to_39,Weekend,Night,1
Fatality1970,20243170,Qld,12,1989,Monday,18:00:00.000000000,Single,No,No,No,60,Pedestrian,Male,69,Major Cities of Australia,Brisbane - South,Brisbane,Sub-arterial Road,No,No,65_to_74,Weekday,Night,1
Fatality1971,20231190,NSW,7,1989,Monday,14:05:00.000000000,Single,No,No,No,50,Motorcycle rider,Male,31,Inner Regional Australia,New England and North West,Tamworth Regional,Local Road,No,No,26_to_39,Weekday,Day,1
Fatality1972,20231286,NSW,4,1989,Sunday,00:59:00.000000000,Single,No,No,No,50,Driver,Male,17,Outer Regional Australia,New England and North West,Moree Plains,Local Road,No,No,17_to_25,Weekend,Night,1
Fatality1973,20154070,SA,8,1994,Tuesday,07:20:00.000000000,Single,No,No,No,50,Pedestrian,Male,86,Major Cities of Australia,Adelaide - Central and Hills,Adelaide,Local Road,No,No,75_or_older,Weekday,Day,1
Fatality1974,20216017,Tas,4,1990,Thursday,17:28:00.000000000,Single,No,No,No,100,Driver,Male,23,Outer Regional Australia,West and North West,Burnie,Collector Road,No,No,17_to_25,Weekday,Day,1
Fatality1975,20185021,WA,11,1992,Tuesday,14:15:00.000000000,Single,No,No,No,110,Driver,Male,16,Inner Regional Australia,Western Australia - Wheat Belt,Toodyay,Local Road,No,No,0_to_16,Weekday,Day,2
Fatality1976,20181314,NSW,9,1992,Saturday,10:30:00.000000000,Single,No,No,No,100,Motorcycle rider,Male,62,Remote Australia,Far West and Orana,Coonamble,Sub-arterial Road,No,No,40_to_64,Weekend,Day,1
Fatality1977,20171236,NSW,6,1992,Saturday,22:13:00.000000000,Multiple,No,No,No,90,Driver,Male,35,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Penrith,National or State Highway,No,No,26_to_39,Weekend,Night,1
Fatality1978,20154032,SA,2,1993,Monday,16:06:00.000000000,Single,No,No,No,40,Pedestrian,Female,62,Major Cities of Australia,Adelaide - North,Tea Tree Gully,Local Road,No,No,40_to_64,Weekday,Day,1
Fatality1979,20242058,Vic,9,1989,Sunday,09:12:00.000000000,Multiple,No,No,No,80,Pedestrian,Male,59,Major Cities of Australia,Melbourne - Inner South,Kingston (Vic.),National or State Highway,No,No,40_to_64,Weekend,Day,1
Fatality1980,20163167,Qld,3,1993,Thursday,21:00:00.000000000,Single,No,No,No,50,Motorcycle rider,Male,46,Unknown,Unknown,Unknown,Undetermined,No,No,40_to_64,Weekday,Night,1
Fatality1981,20221005,NSW,9,1990,Sunday,19:58:00.000000000,Multiple,No,No,No,80,Driver,Male,54,Major Cities of Australia,Sydney - South West,Camden,Local Road,No,No,40_to_64,Weekend,Night,1
Fatality1982,20155060,WA,9,1994,Friday,02:30:00.000000000,Single,No,No,No,60,Motorcycle pillion passenger,Female,28,Major Cities of Australia,Perth - North West,Stirling,Arterial Road,No,No,26_to_39,Weekday,Night,1
Fatality1983,20225144,WA,8,1990,Monday,21:58:00.000000000,Single,No,No,No,110,Driver,Female,37,Outer Regional Australia,Unknown,Unknown,Undetermined,Yes,No,26_to_39,Weekday,Night,1
Fatality1984,20162139,Vic,3,1993,Wednesday,04:50:00.000000000,Multiple,No,No,No,100,Driver,Male,41,Inner Regional Australia,Hume,Indigo,Undetermined,No,No,40_to_64,Weekday,Night,1
Fatality1985,20222190,Vic,12,1990,Saturday,23:10:00.000000000,Single,No,No,No,50,Pedestrian,Male,30,Major Cities of Australia,Melbourne - Inner East,Boroondara,Arterial Road,No,No,26_to_39,Weekend,Night,1
Fatality1986,20172137,Vic,5,1992,Wednesday,21:00:00.000000000,Single,No,No,No,70,Pedestrian,Male,47,Major Cities of Australia,Mornington Peninsula,Frankston,Sub-arterial Road,No,No,40_to_64,Weekday,Night,1
Fatality1987,20193140,Qld,2,1991,Friday,19:00:00.000000000,Multiple,No,No,No,100,Motorcycle rider,Male,57,Outer Regional Australia,Central Queensland,Gladstone,Collector Road,No,No,40_to_64,Weekend,Night,1
Fatality1988,20231058,NSW,3,1989,Thursday,12:15:00.000000000,Multiple,No,No,No,50,Driver,Female,81,Outer Regional Australia,Capital Region,Eurobodalla,National or State Highway,No,No,75_or_older,Weekday,Day,1
Fatality1989,20155127,WA,10,1994,Saturday,03:16:00.000000000,Single,No,No,No,110,Passenger,Female,21,Unknown,Unknown,Unknown,Undetermined,No,No,17_to_25,Weekend,Night,1
Fatality1990,20183074,Qld,7,1992,Wednesday,15:00:00.000000000,Multiple,No,No,No,80,Motorcycle rider,Female,43,Major Cities of Australia,Moreton Bay - South,Moreton Bay,Sub-arterial Road,No,No,40_to_64,Weekday,Day,1
